Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1364389575,11201JU,NY,COM,1/19/13,46,VAN,CHEVR,P,68930,67030,64830,20130604,77,77,77,933554,77,0,0116P,,K,O,1314,PACIFIC ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1364667885,FZJ8388,NY,SRF,1/19/13,46,SDN,CHEVR,P,6580,40404,40404,20140712,62,62,62,947156,62,0,1103A,,K,F,2803,15 AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1366422399,8P42B,NY,SRF,1/19/13,46,SDN,FORD,P,0,40404,40404,20150214,20,20,20,948378,20,0,0402A,,NY,F,430,AMSTERDAM,,0,408,J6,,BBBBBBB,ALL,ALL,YELLO,0,2012,-,0,,,,,
1364860030,GFN7806,NY,PAS,1/19/13,71,SDN,HONDA,P,72230,67030,64830,20150430,71,71,164,954210,164,0,1008P,,K,F,1242,PRESIDENT ST,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,
1364607906,FJP9972,NY,PAS,1/19/13,82,VAN,CHEVR,X,75120,63820,17920,20150912,50,50,50,944345,50,0,0125A,,BX,F,68,W 238 ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2005,-,0,,,,,
1364343526,GKB2597,NY,PAS,1/19/13,71,SUBN,LEXUS,P,8580,6280,6380,20150821,66,66,66,953291,66,0,1250A,,K,,1232,40 ST,,0,408,C,,BBBBBBB,ALL,0  :A,BK,0,2012,-,0,,,,,
1362996877,GGW6999,NY,PAS,1/19/13,14,,ACURA,P,13980,40404,40404,20150513,,0,70,951046,70,0,0511P,,K,F,2102,AVE H,,0,408,F2,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1361848042,79987MD,NY,COM,1/19/13,46,VAN,FORD,P,19090,25390,25985,20150731,23,23,23,946099,23,0,0415P,,NY,F,50,E 106 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1361205301,PRZ6428,GA,PAS,1/19/13,27,SDN,NISSA,X,29090,40404,40404,20140730,113,113,113,949468,113,0,1230A,,Q,F,127-04,BAISLEY BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0,1999,-,0,,,,,
1361146746,DKJ3245,NY,PAS,1/19/13,46,SUBN,HONDA,P,60810,22120,22140,20150909,106,106,106,943314,106,0,1030A,,Q,F,133-13,ROCKAWAY BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,
1361109210,9505DMC,NJ,PAS,1/19/13,14,SDN,TOYOT,P,45730,35530,35580,0,61,61,61,946535,61,0,0923A,,K,O,1601,GRAVESEND NECK ROAD,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1357579718,460000,DE,PAS,1/19/13,40,SDN,KIA,P,36580,56230,26230,0,67,67,67,950834,67,0,0418P,,K,O,182,E 39,,0,408,C3,,BBBBBBB,ALL,ALL,SILVE,0,0,-,3,,,,,
1356423826,E49BRL,NJ,PAS,1/19/13,14,SUBN,KIA,P,34350,10810,10910,0,10,10,10,950947,10,0,0120A,,NY,O,307,W 29 ST,,0,408,E3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1357266996,F63CSG,NJ,PAS,1/19/13,40,SDN,VOLKS,P,17270,10010,12110,20170630,13,13,13,950466,13,0,0420A,,NY,F,435,E 14 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1349325340,ELM4040,NY,PAS,1/19/13,40,SUBN,TOYOT,P,30520,42820,72720,20140918,44,44,44,948619,44,0,1020P,,BX,F,25,ELLIOT PL,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,
1356416561,35383MD,NY,COM,1/19/13,14,VAN,FORD,P,34290,10065,11110,20150531,10,10,10,943949,10,0,0116A,,NY,F,547,W 26 ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1356416550,95986AD,NY,COM,1/19/13,14,VAN,FORD,P,34290,10065,11110,20151031,10,10,10,943949,10,0,0115A,,NY,F,542,W 26 ST,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,
1358381434,15642CC,MD,PAS,1/19/13,78,,,P,23230,6180,0,0,68,68,68,936172,68,0,0316A,,K,,,BROADWAY,11 AVE,0,408,K6,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1362225617,84774,NJ,PAS,1/19/13,46,SUBN,FORD,P,53130,25330,93530,0,83,83,83,945220,83,0,0142P,,K,O,196,JEFFERSON ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRREN,0,0,-,0,,,,,
1359391058,42665MD,NY,COM,1/19/13,46,DELV,CHEVR,P,73420,14220,72820,20150231,43,43,43,935252,43,0,0937P,,BX,F,1541,WATSON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,1998,-,0,,,,,
1356289757,U068255,TN,PAS,1/19/13,78,TRLR,WABUS,P,21640,0,0,0,102,102,102,950270,102,0,1110P,,Q,,,125 ST,ATANTIC AVE,0,408,F7,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1353887900,73224JH,99,COM,1/19/13,18,VAN,FR LI,P,13610,14285,24750,20141031,1,1,406,926583,406,0,0132P,,NY,F,345,BROADWAY,,0,408,F4,,BBBBBBB,ALL,ALL,WT,0,1998,-,0,,,,,
1325018673,FDN5597,NY,PAS,1/19/13,75,SUBN,CHEVR,X,67930,75930,83630,20121025,60,60,985,100329,985,0,0435P,,K,O,3821,OCEANIC AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WHT,0,1999,-,0,,,,,
1325018636,FDN5597,NY,PAS,1/19/13,70,SUBN,CHEVR,X,67930,75930,83630,20121025,60,60,985,100329,985,0,0434P,,K,O,3821,OCEANIC AVE,,0,408,J5,,BBBBBBB,ALL,ALL,WHT,0,1999,-,0,,,,,
1325018510,EXE1166,NY,PAS,1/19/13,71,SUBN,CHRYS,X,83630,18000,18030,20131021,60,60,985,100329,985,0,0453P,,K,F,5002,SURF AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2001,-,0,,,,,
1268237954,DAX3413,NY,PAS,1/19/13,71,SDN,VOLKS,X,0,40404,40404,20141014,60,60,985,100268,985,0,1025P,,K,F,5123,SURF,,0,408,J3,,BBBBBBB,ALL,ALL,GRAY,0,2005,-,0,,,,,
1268237942,GBU5251,NY,PAS,1/19/13,61,SDN,HYUND,X,54530,40404,40404,20140819,60,60,985,100356,985,0,0523P,0522P,,F,,LAUREL AVE,,20130119,408,J6,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
1364582983,286XSA,FL,PAS,1/20/13,40,SUBN,FORD,P,37050,19990,11710,0,33,33,162,954212,162,0,1007P,,NY,,469,W 164 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1356158419,FSA6435,NY,PAS,1/20/13,19,SDN,MERCU,X,0,0,0,20160112,66,66,66,933376,66,0,0825P,,K,,,N/S 18 AVE,W/O 50 ST,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
1356968740,DUB4761,NY,OMS,1/20/13,46,SUBN,FORD,P,36990,11710,13610,20140930,33,33,33,938622,33,0,0436P,,NY,O,517,W 161 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GOLD,0,2007,-,0,,,,,
1365116580,2TW571,OK,PAS,1/20/13,40,DELV,FORD,P,24690,36350,36370,0,32,32,32,941364,32,0,0300P,,NY,F,380,LENOX AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1365089629,FTV7719,NY,PAS,1/20/13,70,SUBN,FORD,P,55480,45100,29775,20131221,121,121,121,948684,121,0,0431A,,R,F,59,WILLOW BROOK RD,,0,408,D3,,YBBBBBB,ALL,ALL,RED,0,1999,-,0,,,,,
1360802060,19037MC,NY,COM,1/20/13,78,TRLR,MITSU,P,19690,14310,25890,20140430,5,5,5,944488,5,0,0224A,,NY,O,50,EAST BWAY,,0,408,K6,,BBBBBBB,0900P,0500A,WH,0,0,-,0,,,,,
1345446809,077SW,FL,PAS,1/20/13,17,SDN,BRAW,X,77730,75530,81330,0,84,84,0,0,0KCC,0,0958A,,K,O,71,SMITH STREET,,0,408,F1,,YYYYYBB,0700A,0700P,GREEN,0,0,-,0,,,,,
1365704312,521XRX,FL,PAS,1/20/13,19,,CHRYS,P,35490,14510,15710,0,24,24,24,949734,24,0,0622P,,NY,F,49,W 86 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1365684027,AG05173,AZ,PAS,1/20/13,78,DELV,GMC,P,27790,18710,18730,0,25,25,25,943269,25,0,0231A,,NY,F,1051,PARK AVE,,0,408,F1,,BBBBBBB,0900P,0500A,WHITE,0,0,-,0,,,,,
1365669750,FXZ6119,NY,PAS,1/20/13,40,SUBN,GMC,P,35410,14510,15710,20140430,20,20,20,926701,20,0,0250P,,,F,41,W 82 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2012,-,0,,,,,
1364808596,GAR6024,NY,PAS,1/20/13,46,SUBN,FORD,P,55330,38080,73480,20150223,67,67,67,950870,67,0,0845P,,K,,1142,LENOX RD,,0,408,F1,,BBBBBBB,0:00,0:00,BLACK,0,2001,-,0,,,,,
1364586587,55036MB,NY,COM,1/20/13,19,,,P,19010,10210,10110,0,23,23,23,945024,23,0,0420P,,,F,210,E 102 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BRWN,0,0,-,0,,,,,
1364322079,GGZ8474,NY,PAS,1/20/13,14,SDN,MINI,P,51790,50290,12840,20150802,112,112,112,951942,112,0,0452P,,Q,F,6135,JUNCTION BLVD,,0,408,F1,,BBBBBBB,0:00,0:00,WHITE,0,2010,-,0,,,,,
1362570096,GTEL052,99,COM,1/20/13,40,,,P,52120,26970,29620,20150904,46,46,46,929344,46,0,0544P,,,O,1905,MORRIS AVE,,0,408,F4,,BBBBBBB,0:00,0:00,,0,0,-,2,,,,,
1361413517,CZB5226,NY,PAS,1/20/13,51,SUBN,TOYOT,P,10880,87030,54230,20140725,60,60,60,953345,60,0,0528A,,K,F,2918,86 ST,,0,408,99,,BBBBBBB,0:00,0:00,GRAY,0,2012,-,0,,,,,
1360915254,DRKN8GHT,NY,PAS,1/20/13,70,SDN,NISSA,P,69330,46980,88630,20131124,77,77,77,935837,77,0,0239P,,K,F,1121,PARK PLACE,,0,408,J7,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1360893040,GJP7863,NY,PAS,1/20/13,74,SDN,NISSA,P,0,0,0,20150915,103,103,103,935343,103,0,0947A,,Q,F,,C/O 99TH AVE,197 ST,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,2003,-,0,,,,,
1360446308,49771JG,NY,COM,1/20/13,20,VAN,GMC,X,30790,44890,32590,0,1,1,1,940483,1,0,0428P,,NY,F,172,SPRING,,0,408,D,,YYYYYBB,0800A,0600P,,0,0,-,0,,,,,
1359736580,FPM4447,NY,PAS,1/20/13,71,SDN,BMW,P,10790,14190,14440,20150907,108,108,108,935113,108,0,1132A,,Q,F,67-23,50 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0,2006,-,0,,,,,
1359672515,GHU2002,NY,PAS,1/20/13,70,VAN,FORD,P,45235,52850,41450,20131205,120,120,120,946823,120,0,0200P,,R,F,125,ROFF ST,,0,408,C3,,BBBBBBB,ALL,ALL,TAN,0,2003,-,0,,,,,
1359154255,XBAE80,NJ,PAS,1/20/13,38,,FORD,P,25390,17970,17990,0,18,18,18,950582,18,0,0900A,,NY,O,444,MADISON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1359109651,EHS6602,NY,PAS,1/20/13,98,SUBN,JEEP,P,21940,35780,20440,20140410,106,106,106,940718,106,0,0601P,,Q,F,109-36,131 ST,,0,408,D,,BBBBBBB,ALL,ALL,SL,0,2003,-,0,,,,,
1359101743,AP6676,NJ,PAS,1/20/13,78,TRLR,,P,18640,21740,0,0,102,102,102,937545,102,0,1107P,,Q,O,,94 AVE,127 ST,0,408,E5,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1359389908,GLR9789,NY,PAS,1/20/13,50,SUBN,FORD,P,11820,9130,49030,20160113,43,43,163,953987,163,0,0949P,,BX,F,1512,BEACH AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0,2003,-,0,,,,,
1358886830,57548JR,99,COM,1/20/13,46,SUBN,,P,0,40404,40404,20141031,26,26,26,949177,26,0,1049A,,NY,F,35,CLAVMONT AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GREY,0,2008,-,0,,,,,
1358602736,GKE2452,NY,PAS,1/20/13,16,TWOD,FHT,P,18250,10010,45590,20150930,19,19,19,953010,19,0,0550P,,NY,F,425,EAST 63 STREET,,0,408,F1,,YYYYYYB,0600A,1200A,,0,2013,-,0,,,,,
1357264094,42322JM,NY,COM,1/20/13,38,VAN,CHEVR,P,27800,17350,17370,0,13,13,13,951513,13,0,0906A,,NY,F,222,PARK AVE S,,0,408,E1,,YYYYYBB,07 0A,07 0P,WHITE,0,1993,-,0,,,,,
1353976270,FWF7423,NY,PAS,1/20/13,20,SDN,NISSA,P,0,0,0,20140315,115,115,0,330183,QTPU,0,0130A,,Q,F,,E/S 111 ST,S/O NORTHERN BLVD,0,408,C,,YYYYYBB,0700A,0600P,WHT,0,1992,-,0,,,,,
1353976269,FZD4686,NY,PAS,1/20/13,20,SDN,NISSA,P,0,0,0,20141118,115,115,0,330183,QTPU,0,1025A,,Q,O,,W/S 111 ST,S/O NORTHERN BLVD,0,408,D,,BBBBBBB,0700A,0600P,GY,0,2010,-,0,,,,,
1353901385,36422JE,NY,COM,1/20/13,18,VAN,FRUEH,P,10110,17230,17250,0,13,13,401,927440,401,0,0355P,,R,F,207,2ND AVE,,0,408,F4,,BBBBBBB,0200P,0700P,WHITE,0,2002,-,0,,,,,
1345446810,GJP2158,NY,PAS,1/20/13,46,SDN,BMW,X,75530,20110,77730,20150827,84,84,0,0,0KCC,0,1025A,,K,F,120,SCHERMERHORN STREET,,0,408,C4,,BBBBBBB,0:00,0:00,BLACK,0,2007,-,0,,,,,
1361738273,FGN8898,NY,PAS,1/20/13,14,SDN,HONDA,P,36590,35780,45990,20141120,109,109,109,936309,109,0,0715P,,Q,O,41-96,BOWNE ST,,0,408,C,,YYYYYYY,0:00,0:00,GY,0,2014,-,0,,,,,
1365703642,53642JR,NY,COM,1/20/13,20,VAN,FORD,P,0,40404,40404,20140430,24,24,24,938551,24,0,0110P,,NY,F,223,105 ST,,0,408,E1,,YYYYYYY,0:00,0:00,WH,0,2004,-,0,,,,,
1360085038,19237B3,NY,999,1/20/13,14,VAN,FORD,P,20640,21690,13810,20140228,5,5,5,950912,5,0,1036P,,NY,F,106,FORSYTH,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1358946012,C193134,MI,PAS,1/20/13,18,TRLR,TRL,P,29220,70720,68420,0,46,46,135,916584,135,0,0945A,,NY,,261,E FORDHAM RD,,0,408,F4,,YYYYYBB,0700A,1000A,WHITE,0,0,-,0,,,,,
1365752549,FLR2770,NY,PAS,1/21/13,98,SDN,HONDA,P,0,40404,40404,20150620,12,12,123,946556,123,0,1040P,,R,O,626,BARLOW AVE3,,0,408,F2,,BBBBBBB,ALL,ALL,BLU,0,1999,-,0,,,,,
1358089413,FDY4355,NY,PAS,1/21/13,40,SUBN,CHEVR,P,75130,19230,80430,20140816,73,73,73,951250,73,0,0430A,,K,F,351,SARATOGA AV,,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,2009,-,4,,,,,
1360979220,17741MD,NY,COM,1/21/13,45,DELV,PETER,P,10210,17890,17910,20140228,17,17,17,940867,17,0,0900A,,NY,O,725,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1358914837,18169PC,NY,999,1/21/13,47,DELV,FRUEH,X,25390,18070,18090,20140430,18,18,401,927355,401,0,0815A,,NY,O,543,MADISON AVE,,0,408,L2,,YYYYYYB,0700A,0700P,WHITE,0,0,-,0,,,,,
1361413463,DVP5270,NY,PAS,1/21/13,98,SUBN,CADIL,P,34880,22730,14880,20141114,60,60,60,953345,60,0,0637A,,K,F,2568,E 2ND ST,,0,408,J6,,BBBBBBB,0:00,0:00,BLK,0,2010,-,0,,,,,
1353902006,26562MD,NY,COM,1/21/13,46,VAN,GMC,P,34030,10610,21740,0,10,10,401,906357,401,0,1105A,,,O,209-11,W 13TH ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1364732129,92808JE,NY,PAS,1/21/13,46,DELV,INTER,P,14730,67030,15680,0,61,61,61,938537,61,0,1241P,,K,F,2997,AVE W,,0,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,0,-,0,,,,,
1364730613,61115JY,NY,PAS,1/21/13,46,DELV,MERCU,P,54050,35680,67530,20141031,61,61,61,949222,61,0,1245P,1244P,K,F,1912,KINGS HIGHWAY,,20130121,408,F7,,BBBBBBB,0:00,0:00,WHITE,0,2008,-,0,,,,,
1364730601,46861JY,NY,PAS,1/21/13,46,DELV,MERCU,P,14630,35130,35180,20140831,61,61,61,949722,61,0,0905A,0900A,K,,817,AVE U,,0,408,I4,,BBBBBBB,0:00,0:00,WHIET,0,2003,-,0,,,,,
1360199913,6ED6410,NY,COM,1/21/13,78,VAN,FORD,P,24225,40404,40404,0,107,107,107,934637,107,0,0005A,,Q,F,64-12,164 PLACE,,0,408,K6,,BBBBBBB,0900P,0500A,WHITE,0,0,-,0,,,,,
1358994882,75816JW,NY,COM,1/21/13,20,VAN,FORD,P,0,0,0,20150430,14,14,14,949839,14,0,0504A,,NY,,,S/W C/O WEST 41,8 AVE,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1358073831,GGF7870,NY,PAS,1/21/13,20,SDN,INFIN,P,25930,57230,48330,20150812,73,73,73,940778,73,0,0913A,,K,O,620,CHESTER STREET,,0,408,J3,,YYYYYYB,0800A,0600P,RED,0,2003,-,0,,,,,
1356368384,XAUM51,NJ,PAS,1/21/13,46,VAN,FORD,P,34150,10910,11010,0,10,10,10,949956,10,0,0416P,,NY,O,434,W 19,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1356899250,79925MB,NY,COM,1/21/13,46,VAN,ISUZU,P,37130,21190,22590,20151231,33,33,33,926024,33,0,0823A,,NY,F,710,WEST 168 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1353659290,BLANKPLATE,99,999,1/21/13,74,MCY,APRIL,P,0,0,0,0,9,9,0,330015,MTPU,0,0830A,,,,,S/S E 23 ST,E/O FDR DR,0,408,D,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1357566347,CFC7757,NY,PAS,1/21/13,14,SDN,FORD,P,0,40404,40404,20150602,67,67,67,949772,67,0,0422P,,K,F,1887,NOSTRAND,,0,408,F1,,YYYYYBB,0400P,0700P,BLUE,0,2002,-,0,,,,,
1335661440,DCG4836,NY,PAS,1/22/13,14,P-U,FORD,F,0,0,0,20150728,1,1,30,914639,1030,0,0452P,,NY,O,,S/O 124 LIBERTY ST,GREENWICH ST,0,408,E2,,BBBBBBB,0:00,0:00,,0,0,-,0,,,,,
1360475722,98193MD,NY,COM,1/22/13,14,VAN,FRUEH,P,0,0,0,20140831,7,7,136,928956,136,0,0829A,,,,,S/S PINE ST 10FT,W/O WILLIAM ST,0,408,D,,BBBBBBB,0:00,0:00,,0,2014,-,0,,,,,
1365534649,16212TC,NY,PAS,1/22/13,45,,PETER,P,10810,34850,34870,20140131,18,18,18,925292,18,0,0337P,,NY,F,928,8TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1366392188,2AXY30,MA,PAS,1/22/13,40,SDN,,P,0,0,0,0,34,34,34,946173,34,0,0758P,,,,,C/O W 188,AMSTERDAM,0,408,E1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1361162806,AE27720,AZ,PAS,1/22/13,78,TK,FORD,P,55590,59040,60615,0,113,113,113,934999,113,0,0919P,,Q,F,186-25,MERRICK BLVD,,0,408,K6,,BBBBBBB,0:00,0:00,,0,0,-,0,,,,,
1361021743,30883JE,NY,COM,1/22/13,46,DELV,,P,24890,17850,17870,0,17,17,17,944628,17,0,0915A,,NY,F,421,LEXINGTON AVE,,0,408,F1,,BBBBBBB,0:00,0:00,WH,0,0,-,0,,,,,
1364885270,BRE2453,ON,PAS,1/22/13,46,SUBN,ME/BE,P,10380,5430,5580,0,68,68,68,951116,68,0,1258A,,K,F,450,76 STREET,,0,408,F1,,BBBBBBB,0:00,0:00,BK,0,0,-,0,,,,,
1365460435,XT2448,NJ,PAS,1/22/13,9,DELV,PETER,P,10610,34010,34030,0,6,6,6,940312,6,0,0107P,,NY,F,33,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1365459100,FMS6609,NY,PAS,1/22/13,14,SUBN,FORD,P,23790,10810,23190,20150804,6,6,6,943365,6,0,1000A,,NY,F,56,JANE ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2002,-,0,,,,,
1365116591,HRM3702,PA,PAS,1/22/13,71,SUBN,JEEP,P,0,0,0,0,32,32,32,941364,32,0,0815A,,NY,,,C/E COF 153,58TH,0,408,F1,,BBBBBBB,0:00,0:00,GREEN,0,0,-,0,,,,,
1364671153,GEN83YB,NY,999,1/22/13,20,SDN,VOLVO,P,90780,73030,54050,20150318,62,62,62,942195,62,0,0105P,,K,F,1714,W 6 ST,,0,408,D,,BBBBBYY,0800A,0600P,RED,0,2004,-,0,,,,,
1364337678,VSH33J,NJ,PAS,1/22/13,40,SDN,CHEVR,P,9580,6080,6180,0,66,66,66,945622,66,0,0537P,,K,F,1005,60 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1364337617,GGT5241,NY,PAS,1/22/13,27,SDN,NISSA,P,59430,39130,7080,20150509,66,66,66,945622,66,0,0507P,,NY,F,1080,MCDONALD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,,,,,
1360200290,GFR4803,NY,PAS,1/22/13,98,SUBN,BMW,P,55140,49245,28720,20150605,107,107,107,943342,107,0,0843A,,Q,F,171-38,MAYFIELD RD,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2007,-,0,,,,,
1359034365,35515AW,NY,COM,1/22/13,78,VAN,CHEVR,P,8130,5430,5580,20141031,72,72,72,951881,72,0,0000P,,K,F,208,31ST ST,,0,408,F1,,BBBBBBB,0:00,0:00,WHITE,0,2007,-,0,,,,,
1358061427,PQH9711,GA,PAS,1/22/13,24,SDN,CHEVR,P,38330,80330,12430,0,73,73,165,953084,165,0,0848A,,K,O,1400,EAST NY AVE,,0,408,C3,,BBBBBBB,0:00,0:00,GRY,0,0,-,0,,,,,
1357247552,97038JE,NY,COM,1/22/13,14,DELV,INTER,P,32633,17270,17290,20141130,13,13,13,951523,13,0,0426P,,NY,F,1,UNION SQ WEST,,0,408,C3,,BBBBBBB,0:00,0:00,BR,0,1997,-,0,,,,,
1353901464,KO19511,99,999,1/22/13,18,ARMO,INTER,X,34450,10410,10510,0,14,14,401,927440,401,0,0352P,,NY,O,38,W 34 ST,,0,408,F4,,YYYYYBB,0700A,0700P,GREY,0,0,-,0,,,,,
1353901440,GLR13931,NY,PAS,1/22/13,18,MINI,MINI,X,10110,17310,0,20141220,13,13,1,927440,1,0,0320P,,,F,,2ND AVE,E 16 ST,0,408,F4,,YYYYYBB,0700P,0700P,YW,0,0,-,0,,,,,
1349968500,62DHBK,FL,PAS,1/22/13,98,SDN,,P,0,0,0,0,47,47,47,948435,47,0,0941P,,BX,F,,C/O E 227,LOWERRE PL,0,408,K6,,BBBBBBB,0:00,0:00,BLK,0,0,-,0,,,,,
1347754969,XBA8358,VA,PAS,1/22/13,46,SDN,ME/BE,P,42730,41930,79630,0,79,79,165,953755,165,0,0319P,,K,F,1157,FULTON ST,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1362201753,28RV41,NY,PAS,1/22/13,41,MOTO,,P,34140,57970,60790,0,100,100,100,943160,100,0,0900A,,Q,F,168,BCH 119 ST,,0,408,E5,,BBBBBBB,830,ALL,GREEN,0,0,-,0,,,,,
1353429581,22550MB,NY,COM,1/22/13,74,VAN,FORD,P,34610,11720,11110,20150731,10,10,136,926766,136,0,0735P,,NY,F,521,W 42 ST,,0,408,K2,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
1357048609,10902,NY,OMR,1/22/13,77,BUS,FRUEH,P,0,40404,40404,20140228,110,110,110,920773,110,0,1022P,,Q,O,98-21,50 TH AVE,,0,408,M5,,BBBBBBB,ALL,ALL,YELLO,0,2001,-,0,,,,,
1360646413,GAD424,VT,PAS,1/22/13,21,,FORD,S,69530,69630,40930,0,71,71,0,979755,KN09,0,0755A,,K,F,225,PARKSIDE AVE,,0,408,D1,,BYBBYBB,0730A,800,GREY,0,0,-,0,,,,,
1362984656,AN631K,NJ,PAS,1/22/13,19,REFG,MERCU,X,28830,13980,56440,0,70,70,70,916139,70,0,1220P,,K,F,1162,CONEY ISLAND AVE,,0,408,C,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1359579242,69503JV,NY,COM,1/22/13,46,VAN,FORD,P,24830,5580,5680,20140831,78,78,78,949174,78,0,0540P,,K,F,667,CARROLL ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1360970137,3A4427,ME,PAS,1/23/13,40,TK,WORK,X,30490,11310,37630,0,34,34,34,903106,34,0,0742A,0709A,NY,F,145,SHERMAN AVE,,20130123,408,F1,,BBBBBBB,ALL,ALL,WT,0,2005,-,0,,,,,
1358075840,BZS1275,NY,999,1/23/13,40,SDN,,P,0,40404,40404,20150916,73,73,165,954414,165,0,0248A,,K,F,575,HOWARD ST,,0,408,M2,,BBBBBBB,ALL,ALL,GY,0,2002,-,4,,,,,
1359138158,AJ245Y,NJ,PAS,1/23/13,14,TRAC,MACK,P,34670,30550,10810,0,18,18,18,924268,18,0,0719P,,NY,F,239,W 45 ST,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,
1356297377,AUZ5187,NY,PAS,1/23/13,71,SDN,HONDA,P,17540,51090,0,20150718,102,102,102,932308,102,0,0855P,,Q,F,,86 ST,JAMAICA AVE,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1366422041,LBM96W,99,PAS,1/23/13,14,,,P,35430,14510,15710,20150220,20,20,20,944771,20,0,0110P,,NY,O,73,W 83 ST,,0,408,F1,,BBBBBBB,0  :A,0:00,,0,0,-,0,,,,,
